Boiler,Fan,Water,Leak,criticalLevel,workType,responseTime,processingDuration,resolutionDuration,start,done,planned,end,requested,class
False,True,False,False,one,corrective,]1-2],]1-2],]2-4],True,True,True,True,True,Dépannage_VMC Gaz
True,False,False,False,one,preventive,0,0,0,True,True,False,True,False,VP P2_Chauffage indivuduel
False,False,False,False,one,corrective,]72--[,]0-1],]72--[,True,True,True,True,True,Bouche hydro_SDB
True,False,False,False,one,preventive,0,0,0,True,True,False,True,False,VP P2_Chauffage indivuduel
True,False,False,False,one,corrective,]1-2],]0-1],]2-4],True,True,True,True,True,Dépannage P2_Chauffage individuel
True,False,False,False,one,corrective,0,0,0,False,False,True,False,True,Dépannage P2_Chauffage individuel
False,True,False,False,one,corrective,0,]1-2],]2-4],True,True,True,True,True,Entretien VMC caissons coll gaz
False,True,False,False,one,corrective,0,]1-2],]2-4],True,True,True,True,True,Entretien VMC caissons coll gaz
False,False,False,False,one,corrective,]24-48],]0-1],]24-48],True,True,True,True,True,Bouche auto_Cuisine
False,True,False,False,five,corrective,]2-4],]0-1],]4-16],True,True,True,True,True,Dépannage_VMC Gaz
False,True,False,False,one,corrective,]16-24],]0-1],]24-48],True,True,True,True,True,Caisson ventil manch
False,False,False,False,one,preventive,0,0,0,True,True,False,True,False,Visite d'entretien annuelle - Ent. Dispositif Sécurité Collectif
True,False,False,False,one,corrective,]72--[,]0-1],]72--[,True,True,True,True,True,Remplacement pièce P3
False,True,False,False,one,preventive,0,]0-1],]0-1],True,True,False,True,False,VP Caisson gaz
False,False,False,False,one,preventive,0,0,0,False,False,False,False,False,Visite d'entretien annuelle - Ent. Dispositif Sécurité Collectif
False,True,False,False,one,corrective,]24-48],]1-2],]24-48],True,True,True,True,True,Dépannage_VMC Gaz
True,True,False,False,one,corrective,]24-48],]1-2],]48-72],True,True,True,True,True,Dépannage P2_Chauffage individuel
False,False,False,False,one,corrective,]72--[,]0-1],]72--[,True,True,True,True,True,Bouche hydro_SDB
False,False,False,False,one,corrective,]72--[,]0-1],]72--[,True,True,True,True,True,Bouche auto_Cuisine
False,False,False,False,one,preventive,0,0,0,False,False,False,False,False,Ramonage P2_Chaudière individuel
True,False,False,False,one,corrective,0,0,0,False,False,True,False,True,Dépannage P2_Chauffage individuel
False,True,False,False,one,corrective,]0-1],]1-2],]2-4],True,True,True,True,True,Dépannage_VMC Gaz
False,True,False,False,one,corrective,0,]1-2],]2-4],True,True,True,True,True,Entretien VMC caissons coll gaz
False,True,False,False,one,preventive,0,0,0,True,True,False,True,False,VP Nett reseau et bouche
False,True,False,False,one,preventive,0,]1-2],]1-2],True,True,False,True,False,VP Caisson san.
True,False,False,False,one,corrective,]24-48],]0-1],]24-48],True,True,True,True,True,Chaudière sur devis
True,False,False,False,one,preventive,0,0,0,False,False,False,False,False,VP P2_Chauffage indivuduel
True,False,False,False,one,corrective,]72--[,]0-1],]72--[,True,True,True,True,True,Dépannage P2_Chauffage individuel
True,False,False,False,one,preventive,0,0,0,False,False,False,False,False,VP P2_Chauffage indivuduel
True,False,False,False,one,corrective,0,0,0,False,False,True,False,True,Remplacement pièce P3
True,False,True,True,five,corrective,]24-48],]0-1],]24-48],True,True,True,True,True,Dépannage P2_Chauffage individuel
True,False,False,True,five,corrective,0,0,0,False,False,True,False,True,Dépannage P2_Chauffage individuel
False,True,False,False,one,corrective,0,]1-2],]1-2],True,True,True,True,True,Dépannage_VMC Gaz
False,False,False,False,one,corrective,0,]0-1],0,True,True,True,True,True,Bouche auto_SDB
False,False,False,False,one,corrective,]72--[,]0-1],]72--[,True,True,True,True,True,Bouche auto_Cuisine
False,False,False,False,one,preventive,0,0,0,False,False,False,False,False,Ramonage P2_Chaudière individuel
True,False,False,False,one,corrective,]1-2],]0-1],]1-2],True,True,True,True,True,Dépannage P2_Chauffage individuel
False,True,False,False,one,preventive,0,0,0,True,True,False,True,False,VP Nett reseau et bouche
False,True,False,False,one,corrective,]24-48],]0-1],]24-48],True,True,True,True,True,Dépannage_VMC Gaz
False,True,False,False,one,corrective,]24-48],]1-2],]48-72],True,True,True,True,True,Dépannage_VMC Gaz
True,False,False,True,one,corrective,]4-16],]0-1],]4-16],True,True,True,True,True,Dépannage P2_Chauffage individuel
False,True,False,False,five,corrective,]1-2],]1-2],]2-4],True,True,True,True,True,Dépannage_VMC Gaz
